"Service URN","Service Name","Known as","Service Type","Service Sub-Type","Provision For","Service Address Line 1","Service Address Line 2","Service Address Line 3","Service Town/City","Service Postcode","Service Address UPRN","Local Authority","Other Service Address(es)","Domiciliary care area","Primary telephone number","Primary email address","Website","Main Operating Language of Service","Flying Start Provider","Registered to deliver childcare offer","Delivers early years part time education","Maximum No. of Places","Service Ratings","Provides care during","Term Time Sunday Opening Time","Term Time Sunday Closing Time","Term Time Sunday Overnight Care Provided","Term Time Monday Opening Time","Term Time Monday Closing Time","Term Time Monday Overnight Care Provided","Term Time Tuesday Opening Time","Term Time Tuesday Closing Time","Term Time Tuesday Overnight Care Provided","Term Time Wednesday Opening Time","Term Time Wednesday Closing Time","Term Time Wednesday Overnight Care Provided","Term Time Thursday Opening Time","Term Time Thursday Closing Time","Term Time Thursday Overnight Care Provided","Term Time Friday Opening Time","Term Time Friday Closing Time","Term Time Friday Overnight Care Provided","Term Time Saturday Opening Time","Term Time Saturday Closing Time","Term Time Saturday Overnight Care Provided","Holidays Sunday Opening Time","Holidays Sunday Closing Time","Holidays Sunday Overnight Care Provided","Holidays Monday Opening Time","Holidays Monday Closing Time","Holidays Monday Overnight Care Provided","Holidays Tuesday Opening Time","Holidays Tuesday Closing Time","Holidays Tuesday Overnight Care Provided","Holidays Wednesday Opening Time","Holidays Wednesday Closing Time","Holidays Wednesday Overnight Care Provided","Holidays Thursday Opening Time","Holidays Thursday Closing Time","Holidays Thursday Overnight Care Provided","Holidays Friday Opening Time","Holidays Friday Closing Time","Holidays Friday Overnight Care Provided","Holidays Saturday Opening Time","Holidays Saturday Closing Time","Holidays Saturday Overnight Care Provided","Responsible Individual Names","Registered Person Names","Standard Conditions","Imposed Conditions","Provider URN","Provider Name","Provider Address Line 1","Provider Address Line 2","Provider Address Line 3","Provider Town/City","Provider Postcode","Provider Address UPRN","Provider Type","Company Number","Charity Number","Provider Website","Provider Registration Date","Provider Conditions","Provider No. of Approved Services","Last Updated On"
"SIN-00011634-WBBR","Cylch Meithrin Min y Ddol","","Childrens Day Care","Full Day Care","","Ysgol Min-y-ddol","Plas Kynaston Lane Cefn Mawr","","Wrexham","LL14 3PY","10013545849","Wrexham","","","07707470152","cylchmeithrinminyddol@outlook.com","","Welsh","Yes","Yes","Yes","32","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time only","","","","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","","","","","","","","","","","","","","","","","","","","","","","","","Samantha Holman","","The maximum number of children to be looked after at any time must not exceed 32.; The responsible individual for this service is Samantha Jane Holman","","SPROV-00004910-QXFJ","Cylch Meithrin Min y Ddol","Cefn Mawr County Primary School","Plas Kynaston Lane Cefn Mawr","","Wrexham","LL14 3PY","10090397184","Charitable Incorporated Organisation","","","","28/01/2020","","1","27/01/2026 15:48"
"SIN-00015599-VDSN","Cylch Meithrin Moelfre","","Childrens Day Care","Full Day Care","","Cylch Meithrin Moelfre","Ysgol Moelfre","","Moelfre","LL72 8NA","10013853070","Isle of Anglesey","","","01248410546","cylchmeithrinmoelfre@gmail.com","","Welsh","No","Yes","No","22","","Term Time only","","","","09:00","15:30","No","09:00","15:30","No","09:00","15:30","No","09:00","15:30","No","09:00","15:30","No","","","","","","","","","","","","","","","","","","","","","","","","","Rachel Skinner","","The maximum number of children to be cared for at any time must not exceed 22.; The responsible individual for this service is Rachel Christine Skinner","","SPROV-00001444-FBCG","Cylch Meithrin Moelfre","Cylch Meithrin Moelfre","Ysgol Moelfre","","Moelfre","LL72 8HA","","Charitable Incorporated Organisation","","1211526","","01/05/2025","","1","07/07/2025 11:22"
"SIN-00014482-LMSG","Cylch Meithrin Morfa Rhianedd","","Childrens Day Care","Sessional Day Care","","Ysgol Morfa Rhianedd","Cwm Road","","Llandudno","LL30 1EG","50000008088","Conwy","","","07712346706","cylchmeithrinmorfarhianedd@outlook.com","","","Yes","Yes","Yes","26","","Term Time only","","","","08:30","14:45","No","08:30","14:45","No","08:30","14:45","No","08:30","14:45","No","08:30","14:45","No","","","","","","","","","","","","","","","","","","","","","","","","","Gwennan Griffith,Rachel Huws","","The maximum number of children to be cared for at any time must not exceed 26.; The responsible individual for this service is Rachel Elizabeth Deran Huws; The responsible individual for this service is Gwennan Williams Griffith","","SPROV-00006092-HTMY","Cylch Meithrin Morfa Rhianedd","Ysgol Morfa Rhianedd","Cwm Road","","Llandudno","LL30 1EG","50000008088","Charitable Incorporated Organisation","","1205084","","07/02/2024","","1","01/05/2025 17:56"
"SIN-00011728-XJLQ","Cylch Meithrin Mwy Abergele","","Childrens Day Care","Full Day Care","","Canolfan Y Morfa","Ffordd Y Morfa","","Abergele","LL22 7NU","50000006430","Conwy","","","07707749063","","","Welsh","Yes","Yes","Yes","32","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time only","","","","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","","","","","","","","","","","","","","","","","","","","","","","","","Rhian Hughes","","The responsible individual for this service is Rhian Lloyd Hughes; The maximum number of children to be looked after at any time must not exceed 32.","","SPROV-00004989-GLPR","Cylch Meithrin Mwy Abergele","Ysgol Glan Morfa","","","Abergele","LL22 7NU","50000006430","Charitable Incorporated Organisation","","1187891","","29/03/2020","","1","09/04/2026 11:31"
"SIN-00004620","Cylch Meithrin Mwy Blaendulais","","Childrens Day Care","Sessional Day Care","","Ysgol Gynradd Gymraeg Blaendulais","Penybanc","Seven Sisters","Neath","SA10 9AA","100101040066","Neath Port Talbot","","","01639700342","yggblaendulais@npted.org","","Welsh","No","Yes","No","12","Well-being: Good; Care and Development: Good; Environment: Adequate; Leadership and Management: Poor","Term Time only","","","","12:00","15:00","No","12:00","15:00","No","12:00","15:00","No","12:00","15:00","No","12:00","15:00","No","","","","","","","","","","","","","","","","","","","","","","","","","","Heather Best, Stacey Harris, Ann Price","The maximum number of children to be cared for at any time must not exceed 12.","","","","","","","","","","","","","","","","","06/02/2026 12:32"
"SIN-00016049-FLXK","Cylch Meithrin Mynydd Bychan","","Childrens Day Care","Full Day Care","","Cylch Meithrin Mynydd Bychan","Ysgol Mynydd Bychan","Llanishen Street","Cardiff","CF14 3QE","10095458596","Cardiff","","","07852433027","cylchmeithrinmynyddbychan@gmail.com","","Welsh","","","","26","","Term Time only","","","","09:10","15:10","No","09:10","15:10","No","09:10","15:10","No","09:10","15:10","No","09:10","15:10","No","","","","","","","","","","","","","","","","","","","","","","","","","Marc Williams","","The responsible individual for this service is Marc Jon Williams","The maximum number of children to be cared for at any one time must not exceed 26","SPROV-00006697-PSVK","Cylch Meithrin Mynydd Bychan","Cylch Meithrin Mynydd Bychan","Ysgol Mynydd Bychan","Llanishen Street","Cardiff","CF14 3QE","","Charitable Incorporated Organisation","","1214160","","22/01/2026","","1","18/02/2026 08:52"
"SIN-00012931-XJTH","Cylch Meithrin Mynyddygarreg","","Childrens Day Care","Sessional Day Care","","Mynyddygarreg Primary School","Mynyddygarreg","","Kidwelly","SA17 4RL","10009168078","Carmarthenshire","","","07957089317","meithrin.mynyddygarreg@outlook.com","","Welsh","Yes","Yes","No","18","Care and Development: Good; Environment: Good; Leadership and Management: Good; Well-being: Good","Term Time only","","","","08:55","14:55","No","08:55","14:55","No","08:55","14:55","No","08:55","14:55","No","08:55","14:55","No","","","","","","","","","","","","","","","","","","","","","","","","","Rhydian Williams","","The responsible individual for this service is Rhydian Williams; The maximum number of children to be cared for at any time must not exceed 18.","","SPROV-00005558-BYCG","CYLCH MEITHRIN MYNYDDYGARREG","Mynyddygarreg Primary School","Mynyddygarreg","","Kidwelly","SA17 4RL","10009168078","Charitable Incorporated Organisation","","1182121","","21/03/2022","","1","16/06/2025 14:02"
"SIN-00015877-FWZM","Cylch Meithrin Myrddin","","Childrens Day Care","Full Day Care","","Ysgol Y Dderwen","Heol Spurrell","","Carmarthen","SA31 1TG","200001853319","Carmarthenshire","","","07772044287","cylchmeithrinmyrddin@outlook.com","","Welsh","No","Yes","No","18","","Term Time only","","","","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","","","","","","","","","","","","","","","","","","","","","","","","","","Carys Augustus","The maximum number of children to be cared for at any time must not exceed 18.","","","","","","","","","","","","","","","","","21/01/2026 14:46"
"SIN-00002971","Cylch Meithrin Nant Dyrys / Ynyswen","","Childrens Day Care","Full Day Care","","Rear of Ysgol Gymraeg Ynyswen","Clinic Road","Ynyswen","Treorchy","CF42 6ED","10091205684","Rhondda Cynon Taf","","","07932690070","nantdyrys@hotmail.co.uk","","","Yes","Yes","Yes","30","Well-being: Excellent; Care and Development: Excellent; Environment: Excellent; Leadership and Management: Excellent","Term Time only","","","","09:00","12:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","","","","","","","","","","","","","","","","","","","","","","","","","","Helen Biggs","The maximum number of children to be looked after at any time must not exceed 30.","","","","","","","","","","","","","","","","","01/05/2025 18:16"
"SIN-00012584-BBMY","Cylch Meithrin Nant Lleucu","","Childrens Day Care","Sessional Day Care","","Roath Church House","Waterloo Road","","Cardiff","CF23 5AD","200001679329","Cardiff","","","07890899559","","","Welsh","No","Yes","No","24","","Term Time only","","","","08:45","12:45","No","08:45","12:45","No","08:45","12:45","No","08:45","12:45","No","08:45","12:45","No","","","","","","","","","","","","","","","","","","","","","","","","","Robert Hester","","The responsible individual for this service is Robert Patrick Hester; The maximum number of children to be cared for at any time must not exceed 24.","","SPROV-00005406-BHNX","Cylch Meithrin Nant Lleucu","Roath Church House","Waterloo Road","","Cardiff","CF23 5AD","200001679329","Charitable Incorporated Organisation","","1194077","https://www.meithrin.cymru/find-a-cylch/c/400/nant-lleucu/","12/07/2021","","1","01/05/2025 17:33"
"SIN-00014288-WFRY","Cylch Meithrin Nantgaredig a'r Fro","","Childrens Day Care","Sessional Day Care","","Felingwm Communinty Centre","Felingwm Old Schhol","Felimgwm Uchaf","Carmarthen","SA32 7PR","10004878018","Carmarthenshire","","","07873388033","meithrinnantgaredigarfro@gmail.com","","Welsh","No","Yes","No","16","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time only","","","","08:42","12:40","No","08:42","12:40","No","08:42","12:40","No","08:42","12:40","No","08:42","12:40","No","","","","","","","","","","","","","","","","","","","","","","","","","Esther Stephens","","The maximum number of children to be cared for at any time must not exceed 16.; The responsible individual for this service is Esther Ann Stephens","","SPROV-00006028-YFYQ","Cylch Meithrin Nantgaredig a'r Fro","Felingwm Community Centre ","Felingwm Old School ","Felingwm Uchaf ","Carmarthen ","SA32 7PR","","Charitable Incorporated Organisation","","1204263","","18/10/2023","","1","08/12/2025 09:02"
"SIN-00013182-KVFG","Cylch Meithrin Nawmor (Cenarth)","","Childrens Day Care","Full Day Care","","Cenarth School","Cenarth","","Newcastle Emlyn","SA38 9JP","49054746","Ceredigion","","","01970604274","cylchmeithrinnawmor@gmail.com","","Welsh","Yes","Yes","No","18","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Adequate","Term Time and Holidays","","","","09:00","18:00","No","09:00","18:00","No","09:00","18:00","No","09:00","18:00","No","09:00","18:00","No","","","","","","","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","08:00","18:00","No","","","","David James","","The responsible individual for this service is David Christopher Robin James; The maximum number of children to be cared for at any time must not exceed 18.","","SPROV-00005656-JCML","Cylch Meithrin Nawmor (Cenarth)","Cylch Meithrin Nawmor (cenarth) ","Ysgol Gymunedol Cenarth ","Cenarth ","Newcastle Emlyn ","SA38 9JP","49054746","Charitable Incorporated Organisation","","1196474","","16/11/2022","","1","15/01/2026 12:26"
"SIN-00012535-JGKG","Cylch Meithrin Nefyn","","Childrens Day Care","Full Day Care","","Ysgol Gynradd Nefyn","Ffordd Dewi Sant Nefyn","","Pwllheli","LL53 6EA","200002950191","Gwynedd","","","07586327264","cylchmeithrinnefyn@gmail.com","","Welsh","No","Yes","Yes","23","","Term Time only","","","","09:00","17:15","No","09:00","17:15","No","09:00","17:15","No","09:00","17:15","No","09:00","17:15","No","","","","","","","","","","","","","","","","","","","","","","","","","Samantha Jones","","The maximum number of children to be looked after at any time must not exceed 23.; The responsible individual for this service is Samantha Carys Jones","","SPROV-00005388-RRSF","Cylch Meithrin Nefyn","Ysgol Gynradd Nefyn","Ffordd Dewi Sant Nefyn","","Pwllheli","LL53 6EA","200002950191","Charitable Incorporated Organisation","","1193899","","17/05/2021","","1","29/04/2026 15:46"
"SIN-00008423-MQCB","Cylch Meithrin Nelson","","Childrens Day Care","Full Day Care","","21a Commercial Street","Nelson","","Treharris","CF46 6NF","43168566","Caerphilly","","","07534180277","post@cylchmeithrinneslon.org","https://www.meithrin.cymru/find-a-cylch/c/800/nelson/","Welsh","Yes","Yes","Yes","19","Well-being: Good; Care and Development: Good; Environment: Good; Leadership and Management: Good","Term Time only","","","","08:30","12:30","No","08:30","12:30","No","08:30","15:30","No","08:30","15:30","No","08:30","12:30","No","","","","","","","","","","","","","","","","","","","","","","","","","Leanne Marsh","","The maximum number of children to be looked after at any time must not exceed 19.; The responsible individual for this service is Leanne Louise Marsh","","SPROV-00004428-DQHB","Cylch Meithrin Nelson","21a Commercial Street","Nelson","","Treharris","CF46 6NF","43168566","Charitable Incorporated Organisation","","1174213","","20/05/2018","","1","20/05/2025 10:48"
"SIN-00015712-DCKL","Cylch Meithrin Parc Y Bont","","Childrens Day Care","Full Day Care","","Ysgol Parc Y Bont","Llanddaniel","","Gaerwen","LL60 6HB","10013466226","Isle of Anglesey","","","07836302824","cylchmeithrinparcybont@gmail.com","","Welsh","No","Yes","Yes","19","","Term Time only","","","","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","09:00","15:00","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lowri Williams","","The maximum number of children to be cared for at any time must not exceed 19.; The responsible individual for this service is Lowri Angharad Williams","","SPROV-00006585-WKYG","Cylch Meithrin Parc y Bont","Ysgol Parc Y Bont","Llanddaniel","","Gaerwen","LL60 6HB","10013466226","Charitable Incorporated Organisation","","1212937","","15/09/2025","","1","23/09/2025 10:38"
"SIN-00012694-VMNC","Cylch Meithrin Parc y Werin","","Childrens Day Care","Full Day Care","","City & County Of Swansea","Parc Y Werin Pavilion","Brynawel Road","Swansea","SA4 4UX","10010047005","Swansea","","","(01792) 343542","cylchparcywerin@hotmail.com","","Welsh","Yes","Yes","No","25","Well-being: Adequate; Care and Development: Adequate; Environment: Adequate; Leadership and Management: Adequate","Term Time only","","","","09:00","14:45","No","09:00","16:30","No","09:00","16:30","No","09:00","16:30","No","09:00","14:45","No","","","","","","","","","","","","","","","","","","","","","","","","","Sarah Cole","","The responsible individual for this service is Sarah Jane Cole; The maximum number of children to be looked after at any time must not exceed 25.","","SPROV-00005451-HQJN","Cylch Meithrin Parc yWerin","City & County Of Swansea","Parc Y Werin Pavilion","Brynawel Road","Swansea","SA4 4UX","10010047005","Charitable Incorporated Organisation","","1194779","","23/09/2021","","1","11/11/2025 15:12"
"SIN-00014399-GXWN","Cylch Meithrin Pen-y-Garth","","Childrens Day Care","Sessional Day Care","","Ysgol Pen Y Garth","Redlands Road","","Penarth","CF64 2QN","64010558","Vale of Glamorgan","","","","CylchMeithrinPYG@gmail.com","","Welsh","Yes","Yes","No","18","","Term Time only","","","","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","","","","","","","","","","","","","","","","","","","","","","","","","","","The maximum number of children to be looked after at any time must not exceed 18.","","SPROV-00004671-KSSN","Cylch Meithrin Dinas Powys","Ysgol Pen Y Garth","Redlands Road","","Penarth","CF64 2QN","64010558","Charitable Incorporated Organisation","","1181367","","09/06/2019","","1","24/06/2026 10:52"
"SIN-00011331-MYJX","Cylch Meithrin Pencader","","Childrens Day Care","Full Day Care","","Ysgol Cae`r Felin","","Pencader","Carmarthen","SA39 9AA","10009169159","Carmarthenshire","","","01559389151","cylchmeithrinpencader151@gmail.com","","Welsh","Yes","Yes","No","17","Care and Development: Adequate; Environment: Adequate; Leadership and Management: Adequate; Well-being: Adequate","Term Time only","","","","08:00","13:00","No","08:00","13:00","No","08:00","13:00","No","08:00","13:00","No","08:00","13:00","No","","","","","","","","","","","","","","","","","","","","","","","","","Linda Evans","","The maximum number of children to be cared for at any time must not exceed 17.; The responsible individual for this service is Linda Davies Evans","","SPROV-00005046-NKGL","Cylch Meithrin Pencader","Ysgol Gymunedol Cae'r Felin","","","Pencader","SA39 9AA","10009169159","Charitable Incorporated Organisation","","1178377","","03/06/2020","","1","01/12/2025 04:32"
"SIN-00015258-GFVK","Cylch Meithrin Pencoed","","Childrens Day Care","Sessional Day Care","","Cylch Meithrin","The Old Clinic","Penprysg Road","Bridgend","CF35 6SS","100100904209","Bridgend","","","07973429373","pencoedmeithrin@yahoo.com","","","Yes","Yes","No","36","","Term Time only","","","","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","09:00","13:00","No","","","","","","","","","","","","","","","","","","","","","","","","","Meredith Griffith","","The maximum number of children to be cared for at any time must not exceed 36.; The responsible individual for this service is Meredith Llwyd Griffith","","SPROV-00006369-WBDJ","Cylch Meithrin Pencoed","Cylch Meithrin","The Old Clinc","Penprysg Road","Bridgend","CF35 6SS","100100904209","Charitable Incorporated Organisation","","1210663","","29/01/2025","","1","09/05/2025 10:18"
