Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Gwynedd C.P. Out of School Club,Childrens Day Care,Out of School Care,,Gwynedd C.P. School,Prince of Wales Avenue,Flint,CH6 5DL,Flintshire,40,,gascflint@gmail.com,www.ysgolgwynedd.co.uk,,
Gwynfa,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Gwynfa,103 Station Road Llanishen,Cardiff,CF14 5UW,Cardiff,17,02920764714,gwynfaadmin@hafod.org.uk,www.hafod.org.uk,Hafod Housing Association Ltd,3
Gwynfi Childcare Club,Childrens Day Care,Full Day Care,,Pen Afan Primary School,Western Terrace Blaengwynfi,Port Talbot,SA13 3YE,Neath Port Talbot,19,,,,,
Gwynfryn,Care Home Service,Childrens Home,Personal care for children,,,Ferndale,,Rhondda Cynon Taf,4,01443 549008,joshua.roderick@aropacare.co.uk,,AROPA CARE GROUP LTD,3
Gwynfryn,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Gwynfryn,,Llanelli,SA15 3EX,Carmarthenshire,10,01554741445,manager.gwynfryn@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,35
Haberdashers Monmouth School,Boarding School,None,,Monmouth School,Almshouse Street,Monmouth,NP25 3XP,Monmouthshire,150,,,,,
Hafan Children's Home,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Carmarthen,,Carmarthenshire,4,07977734539,TLBreeze@carmarthenshire.gov.uk,,Carmarthenshire County Council Adults and Children's Services,1
Hafan Deg Residential Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Hafan Deg Old Peoples Home,Temple Terrace,Lampeter,SA48 7BJ,Ceredigion,19,01570422565,hafandeg@ceredigion.gov.uk,www.ceredigion.gov.uk,Ceredigion County Council Adults and Children's Services,8
Hafan Y Sêr,Care Home Service,Childrens Home,"Personal care for children, Learning disability",,,Penrhyndeudraeth,,Gwynedd,6,01766772147,SianCatrinWilliams@gwynedd.llyw.cymru,,Gwynedd Council Adults and Children's Services,15
Hafan y Waun,Care Home Service,Adults Without Nursing,Personal care for adults,Hafan Y Waun,Waunfawr,Aberystwyth,SY23 3AY,Ceredigion,90,01970633001,hafaywaun@ceredigion.gov.uk,https://www.ceredigion.gov.uk/,Ceredigion County Council Adults and Children's Services,2
Hafan Y Wern,Care Home Service,Childrens Home,Personal care for children,,,Colwyn Bay,,Conwy,4,07745104883,jessica.meredydd1@conwy.gov.uk,,Conwy County Borough Council Adults and Children's Services,4
Hafod - short term care,Care Home Service,Adults Without Nursing,Learning disability,Hafod,Alyn Street,Mold,CH7 1LN,Flintshire,3,01352753001,mark.holt@flintshire.gov.uk,www.flintshire.gov.uk,Flintshire County Council Adults and Children's Services,9
Hafod Mawddach,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Hafod Mawddach Residential Home,Marine Road,Barmouth,LL42 1NW,Gwynedd,31,01341280053,alexandracampbell@gwynedd.llyw.cymru,,Gwynedd Council Adults and Children's Services,4
Hafod Rainbows Flying Start,Childrens Day Care,Sessional Day Care,,Hafod Primary School,Odo Street,Swansea,SA1 2LT,Swansea,24,01792461356,,https://www.hafodprimary.co.uk,City and County of Swansea Child Care and Play Services,1
Happy Days Holiday Club/Clwb Gwyliau Hapus,Childrens Day Care,Out of School Care,,Llangunnor CP School,Penymorfa Lane,Carmarthen,SA31 2NN,Carmarthenshire,50,07988893789,s.s.rowlands@btinternet.com,,,
Happy Stars Day Nursery,Childrens Day Care,Full Day Care,,84 Margam Road,,Port Talbot,SA13 2BW,Neath Port Talbot,17,07710650795,,,,
Harwood House,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Bridgend,,Bridgend,2,01656653766,Laura.minton-hughes@bridgend.gov.uk,www.bridgend.gov.uk,Bridgend County Borough Council Adults and Children's Services,9
Haulfre Residential Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Haulfre,,Beaumaris,LL58 8RY,Isle of Anglesey,19,01248 490233,dawnhudson@ynysmonllyw.cymru,https://www.anglesey.gov.wales/en/Residents/social-care-and-wellbeing/Section.aspx,Isle of Anglesey County Council Adults and Children's Services,9
Havenhurst Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Havenhurst,Sandhurst Road,Milford Haven,SA73 3JU,Pembrokeshire,22,01646692118,havenhursthome@pembrokeshire.gov.uk,,Pembrokeshire County Council Adults and Children's Services,4
Hazel House,Care Home Service,Childrens Home,Personal care for children,,,Bridgend,,Bridgend,2,01656667241,debbie.martin-jones@cc-plus.co.uk,www.cc-plus.co.uk,Complete Care Plus Ltd,2
Hazeldene,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",127a Clyndu Street,Morriston,Swansea,SA6 7BG,Swansea,6,01792 797014,manager.hazeldene@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,36
Hazelhurst Children's Nursery,Childrens Day Care,Full Day Care,,Hazelhurst Childrens Nursery,120 Plymouth Road,Penarth,CF64 5DN,Vale of Glamorgan,70,02920703514,manager@hazelhurstnursery.com,http://www.hazelhurstnursery.com,,
HCC @ Ysgol Maes Glas,Childrens Day Care,Out of School Care,,Ysgol Maes Glas,Fulbrooke,Holywell,CH8 7JW,Flintshire,56,01352713929,holywellchildcareltd@gmail.com,www.holywellchildcare.co.uk,,
Headlands School Children's Home Gelert West ,Care Home Service,Childrens Home,"Learning disability, Personal care for children",,,Penarth,,Vale of Glamorgan,6,02920709771,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,8
Headlands School Children's Home Pentir,Care Home Service,Childrens Home,"Learning disability, Personal care for children",,,Penarth,,Vale of Glamorgan,3,02920705041,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,15
Headlands School Children's Home Talgarth,Care Home Service,Childrens Home,"Personal care for children, Learning disability",,,Penarth,,Vale of Glamorgan,3,02920 019109,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,1
Headlands School Children's Home Ty Arth,Care Home Service,Childrens Home,"Learning disability, Personal care for children",,,Penarth,,Vale of Glamorgan,6,02920709771,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,14
Headlands School Children's Home Ty Canol,Care Home Service,Childrens Home,Personal care for children,,,Penarth,,Vale of Glamorgan,3,02920709771,walesadmin@actionforchildren.org.uk,,Action for Children and Action for Children Services Ltd,3
Heathdene,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Heathdene Care Home,Blaenavon Road Govilon,Abergavenny,NP7 9NY,Monmouthshire,6,01873830827,shannon.johnson@achievetogether.co.uk,www.achievetogether.co.uk,Achieve together Ltd,8
Heavenly Day Nursery Iscoed,Childrens Day Care,Full Day Care,,Heavenly Day Nursery Iscoed,Grange Terrace,Porth,CF40 2HT,Rhondda Cynon Taf,19,01443 436609,hdniscoed@yahoo.com,www.heavenlydaynursery.co.uk,,
Helping Hands Playgroup,Childrens Day Care,Sessional Day Care,,11th Barry Sea Scouts Hall,1 Ilminster Street,Barry,CF63 1BT,Vale of Glamorgan,27,07846173346,helpinghandsplaygroup@hotmail.com,,,
Hendre Play Club,Childrens Day Care,Sessional Day Care,,Hendre Infants School,St Cenydd Road,Caerphilly,CF83 2RP,Caerphilly,20,07974414139,charlotteharvey2206@gmail.com,,,
Hendredenny Playclub,Childrens Day Care,Full Day Care,,Hendredenny Park Primary School,White Cross Lane,Caerphilly,CF83 2BL,Caerphilly,40,07974414139,charlotteharvey2206@gmail.com,,,
Hendrefoilan Wraparound,Childrens Day Care,Full Day Care,,Hendrefoilan Primary School,Dunvant Road Killay,Swansea,SA2 7LF,Swansea,24,01792391698,burgess856@btinternet.com,,,
Henllys Village Nursery,Childrens Day Care,Full Day Care,,The Old School House,,Cwmbran,NP44 6HU,Torfaen,74,01633869211,henllysnursery@btconnect.com,www.henllysvillagenursery.co.uk,,
Henryhd,Care Home Service,Childrens Home,Personal care for children,,,Neath,,Powys,2,01597826000,stacey.cole@powys.gov.uk,,Powys County Council Adults and Children's Services,2
Heol Tir Du,Care Home Service,Childrens Home,Personal care for children,,,Swansea,,Swansea,1,01792636000,chris.griffiths@swansea.gov.uk,www.swansea.gov.uk,City and County of Swansea Adults and Children's Services,2
Highfield Care Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",Summerhill Road Stansty,,Wrexham,LL11 4YE,Wrexham,112,01978721000,ResponsibleIndividual@pendinepark.com,www.pendinepark.com,Pendine Park Care Organisation Ltd,2
Highfield House,Care Home Service,Adults Without Nursing,,Mental Health Care Uk,Alexander House Highfield Park,Denbigh,LL16 4LU,Denbighshire,6,01824572030,hello@mhc-uk.com,,Mental Health Care (U.K) Limited,13
Hillbury House Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,2 Hillbury Road,,Wrexham,LL13 7ET,Wrexham,64,01978315202,ResponsibleIndividual@pendinepark.com,www.pendinepark.com,Pendine Park Care Organisation Ltd,3
Hillcrest,Care Home Service,Childrens Home,"Nursing care for children, Personal care for children, Learning disability",,,Wrexham,,Wrexham,3,01978 355415,martin.katawaluwa@wrexham.gov.uk,,Wrexham County Borough Council Adults and Children's Services,2
Hillsboro Residential Home for Children and Young People,Care Home Service,Childrens Home,"Personal care for adults, Personal care for children, Learning disability, Mental health",,,Bridgend,,Bridgend,1,01656 642256,madison.davies@bridgend.gov.uk,www.bridgend.gov.uk,Bridgend County Borough Council Adults and Children's Services,1
Hillside Home,Care Home Service,Adults Without Nursing,Personal care for adults,Hillside Home,Troed Y Rhiw,Goodwick,SA64 0AU,Pembrokeshire,22,01348873888,hillsidehome@pembrokeshire.gov.uk,,Pembrokeshire County Council Adults and Children's Services,3
Hillside View,Care Home Service,Adults Without Nursing,,Mental Health Care Uk,Alexander House Highfield Park,Denbigh,LL16 4LU,Denbighshire,2,01824572035,hello@mhc-uk.com,,Mental Health Care (U.K) Limited,12
Holland House and Villas,Care Home Service,Adults Without Nursing,,11-15 Lenten Pool,,Denbigh,LL16 3LG,Denbighshire,11,01824814372,hello@mhc-uk.com,,Mental Health Care (U.K) Limited,20
Hollies,Care Home Service,Adults Without Nursing,Personal care for adults,The Hollies Day Centre,34 Caecerrig Road Pontarddulais,Swansea,SA4 8PB,Swansea,22,01792 882498,Helen.Davies4@swansea.gov.uk,swansea.gov.uk,City and County of Swansea Adults and Children's Services,7
Holly,Care Home Service,Adults Without Nursing,,Mental Health Care Uk,Alexander House Highfield Park,Denbigh,LL16 4LU,Denbighshire,7,01824572006,hello@mhc-uk.com,,Mental Health Care (U.K) Limited,18
Holly House,Care Home Service,Childrens Home,"Personal care for children, Learning disability",,,Haverfordwest,,Pembrokeshire,3,01437769858,Holly.house@pembrokeshire.gov.uk,www.pembrokeshire.gov.uk,Pembrokeshire County Council Adults and Children's Services,6
Homelands,Care Home Service,Adults Without Nursing,Mental health,Homelands,"Penyworlod Road,",Newport,NP26 3AJ,Newport,5,01633631157,Matt.O'LEARY@iriscaregroup.co.uk,www.iriscaregroup.co.uk,Ocean Community Services Limited,1
Homestead Day Nursery Ltd,Childrens Day Care,Full Day Care,,The Homestead Nursery,Old Wrexham Road,Wrexham,LL12 8UA,Wrexham,146,01978853946,enquiries@homesteadgresford.com,,,
Hope Green Nursery,Childrens Day Care,Full Day Care,,Hope Green,Wrexham Road,Chester,CH4 0HT,Flintshire,36,01978761033,hopegreennursery@gmail.com,hopegreendaynursery.co.uk,,
Howells Road,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",14 Howells Road,Dunvant,Swansea,SA2 7SX,Swansea,2,01792 207246,manager.howellsroad@keys-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,17
Hudson House,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",16 Ludlow Street,,Caerphilly,CF83 1GG,Caerphilly,9,02920861165,dorian.williams@iriscaregroup.co.uk,www.iriscaregroup.co.uk,Ocean Community Services Limited,9
Idwal Family Centre,Childrens Day Care,Sessional Day Care,,27 Idwal,,Wrexham,LL14 3EY,Wrexham,14,01978824342,julie.williams@wrexham.gov.uk,,Wrexham County Borough Council Child Care and Play Services,2
Incy Wincy Playgroup @ Wats Dyke School Wrexham,Childrens Day Care,Sessional Day Care,,Wats Dyke CP School,Wats Dyke Way,Wrexham,LL11 2TE,Wrexham,16,,,,,
Isfryn,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",1 Gorof Road,Lower Cwmtwrch,Swansea,SA9 1EH,Powys,8,01639841958,manager.isfryn@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,37
Jack and Jill Playgroup,Childrens Day Care,Full Day Care,,Learning Action Centre,Abertillery Comprehensive School,Abertillery,NP13 1YL,Blaenau Gwent,30,07736 229534,jackandjillplaygrouplac@gmail.com,,,
Jesters Out of School Club (Rhuddlan),Childrens Day Care,Full Day Care,,Ysgol y Castell,Hylas Lane,Rhyl,LL18 5AG,Denbighshire,60,07591292970,jestersfunclub@outlook.com,,,
Johnstown School Care Club,Childrens Day Care,Out of School Care,,County Primary School,Heol Salem,Carmarthen,SA31 3HS,Carmarthenshire,56,07525425744,,,,
Jolly Jumpers Day Nursery,Childrens Day Care,Full Day Care,,Jolly Jumpers Day Nursery,Albert Town,Haverfordwest,SA61 1DX,Pembrokeshire,63,01437764215,jollyjumpers2007@gmail.com,www.jollyjumpersnursery.com,,
Jumping Beans Day Nursery,Childrens Day Care,Full Day Care,,Jumping Beans,Hawkstone Road,Pembroke Dock,SA72 6HN,Pembrokeshire,38,01646681868,jumpingbeans14@icloud.com,,,
Jumping Jacks,Childrens Day Care,Full Day Care,,Omega,165 St Asaph Avenue,Rhyl,LL18 5TU,Conwy,50,01745355685,jumpingjacks2@btinternet.com,http://www.jumpingjacksdaynursery.co.uk/,,
Kids Planet Meithrinfa Dyddiol Abergele,Childrens Day Care,Full Day Care,,Garth,Llanfair Road,Abergele,LL22 8DH,Conwy,60,01745823489,Abergele.manager@kidsplanetdaynurseries.co.uk,https://www.kidsplanetdaynurseries.co.uk/find-a-nursery/abergele/,Kids Planet Meithrinfa Dyddiol LTD,9
Kids Planet Meithrinfa Dyddiol Ashbourne House,Childrens Day Care,Full Day Care,,Ashbourne House Day Nursery,6-8,Colwyn Bay,LL29 7DT,Conwy,88,01492535577,ashbournehouse.manager@kidsplanetdaynurseries.co.uk,www.kidsplanetdaynurseries.co.uk,Kids Planet Meithrinfa Dyddiol LTD,5
Kids Planet Meithrinfa Dyddiol Brynford,Childrens Day Care,Full Day Care,,Kids Planet Meithrinfa Dyddiol Brynford,Lixwm Road,Holywell,CH8 8AD,Flintshire,90,01352715100,Brynford.manager@Kidsplanetdaynurseries.co.uk,kidsplanetdaynurseries.co.uk,Kids Planet Meithrinfa Dyddiol LTD,4
Kids Planet Meithrinfa Dyddiol Conwy,Childrens Day Care,Full Day Care,,Penmaen Road,,Conwy,LL32 8HB,Conwy,58,01492 592493,conwy.manager@kidsplanetdaynurseries.co.uk,https://www.kidsplanetdaynurseries.co.uk/,Kids Planet Meithrinfa Dyddiol LTD,7
Kids Planet Meithrinfa Dyddiol Denbigh,Childrens Day Care,Full Day Care,,Kids Planet Denbigh,Rhyl Road,Denbigh,LL16 5TG,Denbighshire,82,01745816655,denbigh.manager@kidsplanetdaynurseries.co.uk,,Kids Planet Meithrinfa Dyddiol LTD,3
Kids Planet Meithrinfa Dyddiol Llandudno,Childrens Day Care,Full Day Care,,Clarence Road,,Llandudno,LL30 1TW,Conwy,67,01492877068,Llandudno.Manager@kidsplanetdaynurseries.co.uk,www.kidsplanetdaynurseries.co.uk,Kids Planet Meithrinfa Dyddiol LTD,8
Kids Planet Meithrinfa Dyddiol West End,Childrens Day Care,Full Day Care,,2 Egerton Road,,Colwyn Bay,LL29 8RR,Conwy,54,01492 530626,westend.manager@kidsplanetdaynurseries.co.uk,www.kidsplanetdaynurseries.co.uk,Kids Planet Meithrinfa Dyddiol LTD,6
Kilvey House,Care Home Service,Childrens Home,Personal care for children,,,Swansea,,Swansea,2,07701284359,lauren.mccartney@tycaredig.co.uk,,TY CAREDIG LTD,2
Kington House,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Kington House,Old Village Road,Barry,CF62 6RA,Vale of Glamorgan,11,01446736137,manager.kingtonhouse@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,14
Kites Nursery Caerleon,Childrens Day Care,Full Day Care,,Kites Nursery,Star Trading Estate,Caerleon,NP18 1PQ,Newport,95,01633423361,caerleon@kitesnurseryschool.co.uk,www.kitesnurseryschool.co.uk,,
Kites Nursery Newport,Childrens Day Care,Full Day Care,,3 Queens Hill Crescent,,Newport,NP20 5HH,Newport,82,01633222269,Newport@kitesnurseryschool.co.uk,www.kitesnurseryschool.co.uk,,
Knighton Children's Centre,Childrens Day Care,Full Day Care,,Knighton C in W School,Ludlow Road,Knighton,LD7 1HP,Powys,24,07752994940,threes@knighton.powys.sch.uk,http://www.knighton.powys.sch.uk,Powys County Council Child Care and Play Services,8
Knowle House,Care Home Service,Childrens Home,"Personal care for children, Learning disability, Mental health",,,Swansea,,Swansea,3,07530881155,leanne.thomas@genuscare.co.uk,www.genuscare.co.uk,Genus Care Ltd,6
Ladybird Playgroup,Childrens Day Care,Full Day Care,,Nelson Community Care Centre,,Nelson,CF46 6HL,Caerphilly,16,07584665506,,,,
Ladybirds Pentrechwyth Flying Start,Childrens Day Care,Sessional Day Care,,Pentrechwyth Primary School,Bonymaen Road Pentrechwyth,Swansea,SA1 7AP,Swansea,16,01792341485,Pooles21@hwbcymru.net,,City and County of Swansea Child Care and Play Services,18
Ladybirds Playgroup,Childrens Day Care,Sessional Day Care,,Holton Primary School,Holton Road,Barry,CF63 4TF,Vale of Glamorgan,28,,,www.valeofglamorgan.gov.uk,Vale of Glamorgan Council Child Care and Play Services,5
Landsdowne Gardens,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",23 Heol Terrell,Canton,Cardiff,CF11 8BF,Cardiff,3,02920229690,manager.lansdowngardens@accomplish-group.co.uk,https://accomplish-group.co.uk,Accomplish group ltd,15
Larch,Care Home Service,Adults Without Nursing,,Mental Health Care Uk,Alexander House Highfield Park,Denbigh,LL16 4LU,Denbighshire,5,01824572022,hello@mhc-uk.com,,Mental Health Care (U.K) Limited,6
Larch House,Care Home Service,Childrens Home,Personal care for children,,,Bridgend,,Bridgend,1,01656667241,debbie.martin-jones@cc-plus.co.uk,www.cc-plus.co.uk,Complete Care Plus Ltd,4
LearnAbout Childcare Limited,Childrens Day Care,Full Day Care,,Gladstone Bach Childcare Unit,Gladstone Primary School,Barry,CF62 8NA,Vale of Glamorgan,30,07716155564,kslacgb@yahoo.com,,,
