Service Name,Service Type,Service Sub-Type,Provision For,Service Address Line 1,Service Address Line 2,Service Town/City,Service Postcode,Local Authority,Maximum No. of Places,Primary telephone number,Primary email address,Website,Provider Name,Provider No. of Approved Services
Cefn Mawr Playgroup Bright Stars Playgroup,Childrens Day Care,Full Day Care,,Cefn Mawr County Primary School,Plas Kynaston Lane Cefn Mawr,Wrexham,LL14 3PY,Wrexham,19,07745309353,cefnplaygroup@gmail.com,,Cefn Mawr Playgroup,2
Celynbrook Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",21 Ash Grove,,Barry,CF63 1LS,Vale of Glamorgan,5,01446738999,valebrookcarehomes@hotmail.com,https://valebrookcarehomes.co.uk,Valebrook Care Homes Ltd,4
Cenarth Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Cenarth,Pembroke Ferry,Pembroke Dock,SA72 6UD,Pembrokeshire,4,0+441646 681246,,,Ann  Smith,1
Central Surgery Nursing Home Limited,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Learning disability, Mental health",Eden Hall,Church Street,Tredegar,NP22 3DX,Blaenau Gwent,14,07799452817,centralsurgergerynursing@yahoo.com,,Central Surgery Nursing Home limited,1
Cerrig yr Afon nursing home,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults",Resicare Ltd,Cerrig Yr Afon Nursing Home,Y Felinheli,LL56 4NX,Gwynedd,57,01248670309,manager@resicare.co.uk,www.resicare.co.uk,Resicare Ltd,1
Channel View Residential Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",317 Barry Road,,Barry,CF62 8BJ,Vale of Glamorgan,11,01446736277,enquiries.channelview@outlook.com,www.cehealthcare.co.uk,Cheerful Elegant Healthcare Ltd,4
Chapel Hill Farmhouse,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",Chapel Hill,,Pembroke,SA71 5HY,Pembrokeshire,6,01646 661284,shangrilacareservices@yahoo.co.uk,,Shangri-La Chapel Hill Ltd ,2
Charlie's Childcare,Childrens Day Care,Full Day Care,,1 Glamorgan Street,Powys,Brecon,LD3 7DW,Powys,32,07581460829,charlottewood28@yahoo.co.uk,,Charlie's Childcare Ltd,1
Chaseley House Residential home,Care Home Service,Adults Without Nursing,Personal care for adults,Chaseley House,26 Whitehall Road Rhos On Sea,Colwyn Bay,LL28 4HW,Conwy,15,01492592177,olwen@tenderlovingcare.org.uk,www.tenderlovingcare.org.uk,Tender Loving Care Limited,1
Cherry Blossoms,Childrens Day Care,Full Day Care,,Idris Davies School 3-18,Secondary Phase,Tredegar,NP22 5XF,Caerphilly,20,01685 846007,Cherryblossomsmainoffice@gmail.com,https://www.facebook.com/share/12FDnzrJw7Z/,1ST STEPS DAY CARE PONTLOTTYN LTD,1
Cherry Hill Children`s Day Nursery,Childrens Day Care,Full Day Care,,91 Borras Park Road,,Wrexham,LL12 7TF,Wrexham,61,01978 367786,cherryhillnursery@yahoo.com,www.cherryhilldaynursery.co.uk,Cherry Hill Children`s Day Nursery Ltd,1
Cherry Tree Care Home Limited,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Cherry Tree Care Home,High Street,Wrexham,LL11 3UF,Wrexham,37,01978759925,Carrie.williams@sferacare.co.uk,www.sferacare.co.uk,Cherry Tree Care Home Limited,1
Cherry Tree Luxury Care Home,Care Home Service,Adults With Nursing,Nursing care for adults,Cherry Tree Care Home,209 Newport Road,Caldicot,NP26 4AF,Monmouthshire,41,01291421940,cherrytree@dreamscarehomes.co.uk,www.dreamscarehomes.co.uk,Dreams Care Homes (Cherry Tree) Limited,1
Chestnut House Care Home,Care Home Service,Adults Without Nursing,"Nursing care for adults, Personal care for adults",Chestnut House Nursing Home,Hawarden Road Hope,Wrexham,LL12 9NH,Flintshire,41,01978760752,manager@chestnuthousecarehome.co.uk,,Chestnut House Nursing Home Limited,1
Child's Play,Childrens Day Care,Full Day Care,,C/o St Davids Rc School,Westcross Avenue,Swansea,SA3 5TS,Swansea,38,07708315118,hello@childsplayswansea.co.uk,www.childsplayswansea.co.uk,Child's Play At Ltd,1
Child's Play at Crwys,Childrens Day Care,Full Day Care,,Chapel Road,Three Crosses,Swansea,SA4 3PU,Swansea,57,07377547088,hello@childsplayswansea.co.uk,http://www.childsplayswansea.co.uk/,Child's Play At Ltd,2
Child's Play at Penclawdd,Childrens Day Care,Full Day Care,,Penclawdd Primary School,Penclawdd,Swansea,SA4 3FH,Swansea,17,07511450688,childsplayswansea@outlook.com,www.childsplayswansea.co.uk,Child's Play At Ltd,3
ChildsPlay Private Nursery,Childrens Day Care,Full Day Care,,89 - 90 Commercial Street,,Newport,NP20 1LS,Newport,43,01633266220,manager@childsplaynursery.net,www.childsplaynursery.net,Childsplay Private - Nursery Ltd,1
Chilton Place,Care Home Service,Adults Without Nursing,Nursing care for adults,14 Alma Street,Brynmawr,Ebbw Vale,NP23 4DZ,Blaenau Gwent,24,01495313673,vickyjenkins@glaslyncarehomes.co.uk,www.glaslyncarehomes.co.uk,Glaslyn Retirement Homes Limited,2
Chirk Court,Care Home Service,Adults Without Nursing,Personal care for adults,Maes Y Waun,Chirk,Wrexham,LL14 5ND,Wrexham,66,01691774286,jane.humphreys@clwydalyn.co.uk,www.clwydalyn.co.uk,ClwydAlyn Housing Limited,2
Chirk Pre School Playgroup,Childrens Day Care,Full Day Care,,Ysgol Y Waun,Lloyd's Lane Chirk,Wrexham,LL14 5NH,Wrexham,30,07956919884,EEChirkW5@hwbcymru.net,,Chirk Pre School Playgroup,1
Christchurch Llanedeyrn Playgroup,Childrens Day Care,Sessional Day Care,,Christchurch United Church,Wellwood Llanedeyrn,Cardiff,CF23 9JQ,Cardiff,32,07951687448,playgroup@christchurchunitedcardiff.org.uk,www.playgroup.christchurchunitedcardiff.org.uk,Christchurch Llanedeyrn Playgroup,1
Chuckles Day Care Wales Ltd,Childrens Day Care,Full Day Care,,Pentwyn House,Pentwyn Lane,Newport,NP20 7AE,Newport,70,01633852373,lisa@chuckles.wales,www.chucklesnursery.wales,Chuckles Day Care Wales Ltd,1
Chunky Monkeys Day Nursery,Childrens Day Care,Full Day Care,,Chunky Monkeys Day Nursery,Principality House,Bridgend,CF31 2BB,Bridgend,107,01656 857342,info@chunkymonkeysnursery.com,www.chunkymonkeysnursery.com,Jungle Island CO Ltd,1
Church Manor Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Church Manor Care Home,Towyn Road Towyn,Abergele,LL22 9ER,Conwy,31,01745338890,office@churchmanorcarehome.co.uk,https://www.carehome.co.uk/carehome.cfm/searchazref/church-manor,2SK Care Homes Ltd,1
Churchstoke Little Explorers and after school club,Childrens Day Care,Full Day Care,,Churchstoke Cp School,Churchstoke,Montgomery,SY15 6AA,Powys,19,07948237655,churchstokepg@gmail.com,www.churchstokecpschool.weebly.com,Churchstoke Little Explorers,1
Churchstoke Short Stay,Care Home Service,Adults Without Nursing,"Learning disability, Personal care for adults",59 Fir Court Avenue,Churchstoke,Montgomery,SY15 6BA,Powys,3,01588620172,llandrindod.enquiries@cartrefi.coop,www.cartrefi.coop,Cartrefi Cymru Co-operative Ltd,12
Cilymaenllwyd care home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Cilymaenllwyd Care Home,Pwll,Llanelli,SA15 4RB,Carmarthenshire,49,01554 583032,vicky.cilymaenllwyd@hotmail.com,www.cilymaenllwyd.com,Barleybind Ltd,1
CityView Guided stars,Care Home Service,Childrens Home,Personal care for children,,,Swansea,,Swansea,2,01792946924,cityview@guidedstars.co.uk,,Guidedstars LTD,1
Claremont Care Home,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",30 Ewenny Road,,Bridgend,CF31 3HR,Bridgend,21,01656766495,liamgeorge23@aol.com,,Claremont Partnership,1
Claremont Court Care Home Ltd,Care Home Service,Adults With Nursing,"Nursing care for adults, Personal care for adults, Mental health",Claremont Court Care Home,56 Pillmawr Road,Newport,NP20 6WG,Newport,36,01633854813,janeteagles@hotmail.co.uk,,Claremont Court Care Home Ltd,1
Clarian Hope Bryncoch Residential Care ,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",7 Crud Yr Awel,,Neath,SA10 7PG,Neath Port Talbot,3,01639 635043,clarianhope@gmail.com,www.clarianhope.co.uk,Clarian Hope LTD ,1
Clayford,Care Home Service,Adults Without Nursing,Learning disability,Clayford Farm,,Haverfordwest,SA62 4BD,Pembrokeshire,5,01437751273,admin@carninglitrust.org,https://www.carninglitrust.org/,CARNINGLI TRUST (THE),4
Clock House Residential,Care Home Service,Adults Without Nursing,"Personal care for adults, Mental health",Coast Road,,Holywell,CH8 9DZ,Flintshire,17,07794459936,benroberts@astarsupportservices.co.uk,,Clock House Residential Limited,1
Clwb Ar Ol Ysgol Traed Bach,Childrens Day Care,Out of School Care,,Ysgol Bro Gwydir,Heol Watling,Llanrwst,LL26 0EY,Conwy,24,01492642218,traedbach1@yahoo.co.uk,,Traed Bach Cyf,2
Clwb Bwthyn Bach,Childrens Day Care,Full Day Care,,Ysgol Yr Esgob,Lon Yr Ysgol,Mold,CH7 5AD,Flintshire,27,07895580302,clwbbwthynbach@gmail.com,https://yr-esgob.bcf.cymru,Clwb Bwthyn Bach,1
Clwb Carco,Childrens Day Care,Out of School Care,,Ysgol Gymraeg Pwll Coch,Lawrenny Avenue,Cardiff,CF11 8BR,Cardiff,116,07871542716,helen@clwbcarco.com,www.clwbcarco.com,Clwb Carco Limited,2
Clwb Carco a Cynllun Chwarae Awel Taf,Childrens Day Care,Out of School Care,,Ysgol Gynradd Gymraeg Awel Taf,Holly Street,Pontypridd,CF37 5DB,Rhondda Cynon Taf,40,01443407570,carco@menteriaith.cymru,www.menteriaith.cymru,Menter Iaith Rhondda Cynon Taf,1
Clwb Carco Melin Gruffydd,Childrens Day Care,Out of School Care,,Ysgol Melin Gruffydd,Glan Y Nant Road,Cardiff,CF14 1AP,Cardiff,96,07967568412,Trystan@clwbcarco.com,www.clwbcarco.com,Clwb Carco Limited,4
Clwb Carco Pencae,Childrens Day Care,Out of School Care,,Ysgol Pencae,Highfields,Cardiff,CF5 2QA,Cardiff,50,07577476533,Cerys@clwbcarco.com,www.clwbcarco.com,Clwb Carco Limited,1
Clwb Carco Ysgol Y wern,Childrens Day Care,Out of School Care,,Ysgol Y Wern,Llangranog Road,Cardiff,CF14 5BL,Cardiff,118,07866594744,etsportscymru@hotmail.com,www.clwbcarco.com,Clwb Carco Limited,3
Clwb Caredig,Childrens Day Care,Out of School Care,,Ysgol Nantgaredig School,Station Road,Nantgaredig,SA32 7LG,Carmarthenshire,45,01267290444,clwbcaredig@hotmail.co.uk,http://www.nantgaredig.amdro.org.uk/,Clwb Caredig,1
Clwb Cefn,Childrens Day Care,Full Day Care,,Ysgol Cefn Meiriadog,,Denbighshire,LL22 9DS,Denbighshire,24,01745582224,Cefnclwb@gmail.com,www.cefnmeiriadog.co.uk,Clwb Cefn,1
Clwb Cwl Pitian Patian,Childrens Day Care,Out of School Care,,Ty Hen,,Caernarfon,LL54 5SD,Gwynedd,32,01286831155,swyddfa@pitianpatian.com,www.pitianpatian.com,Pitian Patian Llanwnda Cyf,1
Clwb Cymer Ofal,Childrens Day Care,Out of School Care,,Ysgol Hamadryad,Heol Hamadryad,Caerdydd,CF10 5UY,Cardiff,48,07496162017,clwb@cymerofal.co.uk,www.cymerofal.co.uk,Clwb Cymer Ofal Cyf,2
Clwb Cynnwr Ltd (After School Club),Childrens Day Care,Out of School Care,,Llangunnor CP School,Penymorfa Lane,Carmarthen,SA31 2NN,Carmarthenshire,45,01267237841,,,Clwb Cynnwr Cyf,1
Clwb Ein Harglwyddes,Childrens Day Care,Full Day Care,,Our Ladys Rc School,Caernarfon Road,Bangor,LL57 2UT,Gwynedd,19,07902690139,clwbeinharglwyddes@outlook.com,,Clwb Ein Harglwyddes,1
Clwb Ein Harglwyddes,Childrens Day Care,Full Day Care,,Ysgol Ein Harglwyddes Newydd,Caernarfon Road,Bangor,LL57 4SG,Gwynedd,30,07902 690139,,,Clwb Ein Harglwyddes,1
Clwb Enfys at Ysgol Glan Gele,Childrens Day Care,Full Day Care,,Glangele Infant School,Ffordd Y Morfa,Abergele,LL22 7NU,Conwy,24,07423432705,julieeverley@icloud.com,,Clwb Enfys Ltd,1
Clwb Enfys Ltd,Childrens Day Care,Out of School Care,,Ysgol Pant Y Rhedyn,Penmaenmawr Road,Llanfairfechan,LL33 0PA,Conwy,71,01248681918,julieeverley@icloud.com,,Clwb Enfys Ltd,4
Clwb Enfys Penmaenmawr,Childrens Day Care,Out of School Care,,Clwb Enfys,Ysgol Pencae,Penmaenmawr,LL34 6YG,Conwy,45,01248 681 918,julieeverley@icloud.com,,Clwb Enfys Ltd,3
Clwb Ffrindie Bach,Childrens Day Care,Full Day Care,,Ysgol Pen Barras,Ffordd Glasdir,Ruthin,LL15 1QQ,Denbighshire,80,01824704129,,,Clwb Ffrindie Bach,1
Clwb Gofal Bryn y Mor,Childrens Day Care,Out of School Care,,Ysgol Bryn Y Mor,St. Albans Road Brynmill,Swansea,SA2 0BP,Swansea,40,01792466354,ygg.brynymor@swansea-edunet.gov.uk,,Governing Body Ysgol Bryn y Mor,1
Clwb Gofal Llanddarog,Childrens Day Care,Out of School Care,,Ysgol Llanddarog School,,Llanddarog,SA32 8BJ,Carmarthenshire,24,01269871600,,www.mentercwmgwendraeth.org,Menter Cwm Gwendraeth Elli Cyfyngedig,1
Clwb Gofal Morfa,Childrens Day Care,Out of School Care,,Ysgol Morfa Rhianedd,Cwm Road,Llandudno,LL30 1EG,Conwy,16,,,,Clwb Gofal Morfa,1
Clwb Gofal Tywi,Childrens Day Care,Out of School Care,,Clwb Rygbi Llandeilo,Cae William,Carmarthen,SA19 6RS,Carmarthenshire,32,01558263123,post@gofalplant.cymru,www.gofalplant.cymru,Gofal Plant Cyf,1
Clwb Gogerddan,Childrens Day Care,Out of School Care,,Ysgol Rhydypennau,Bow Street,Aberystwyth,SY24 5AD,Ceredigion,50,01970823100,enquiries@gogerddanchildcare.co.uk,,Gogerddan Childcare Ltd,3
Clwb Goleudy,Childrens Day Care,Out of School Care,,Hapus Dyrfa,Cambrian House,Burry Port,SA16 0NE,Carmarthenshire,18,07971643409,admin@hapusdyrfa.com,www.hapusdyrfa.com,Holutions Ltd,2
Clwb Hwyl @ St Mary's,Childrens Day Care,Out of School Care,,St. Marys Catholic Primary School,Ffordd Llewelyn,Flint,CH6 5JZ,Flintshire,16,01352733231,clwbhwyl@stmarysflint.wales,https://www.stmarysflint.wales/clwbhwyl/,Clwb Hwyl @ St Mary’s,1
Clwb Hwyl Henryd,Childrens Day Care,Out of School Care,,Llangelynin School,Henryd,Conwy,LL32 8YB,Conwy,30,07845128109,,,Clwb Hwyl Henryd,1
Clwb Llawen y Llys,Childrens Day Care,Out of School Care,,Ysgol Y Llys,Princes Avenue,Prestatyn,LL19 8RP,Denbighshire,40,07562945441,clwbllys@outlook.com,https://www.clwbllawenllys.co.uk/,Clwb Llawen y Llys,1
Clwb Penmorfa Community Interest Company,Childrens Day Care,Full Day Care,,Penmorfa Cp School,Dawson Drive,Prestatyn,LL19 8SY,Denbighshire,52,01745852757,,,CLWB PENMORFA COMMUNITY INTEREST COMPANY,1
Clwb Plant Awel Y Mynydd,Childrens Day Care,Out of School Care,,Ysgol Awel Y Mynydd,Sarn Mynach,Llandudno Junction,LL31 9RT,Conwy,63,07549683948,julieeverley@icloud.com,,Clwb Enfys Ltd,2
Clwb Plant Bodafon,Childrens Day Care,Full Day Care,,Ysgol Bodafon,Bodafon Road,Llandudno,LL30 3BA,Conwy,19,07825563063,clwbplantbodafon@outlook.com,,Clwb Plant Bodafon,1
Clwb Plant Brynaman Kids Club,Childrens Day Care,Full Day Care,,Bowling Pavilion,Maes Elwyn Park,Upper Brynaman,SA18 1AH,Carmarthenshire,24,07900126165,clwbplantbrynaman@yahoo.com,,Clwb Plant Brynaman Kids Club,1
Clwb Plant Dyffryn Nantlle,Childrens Day Care,Out of School Care,,"Safle'r Caban, Ysgol Bro Lleu",Ffordd Y Brenin,Caernarfon,LL54 6RL,Gwynedd,40,07950442392,Clwbdyffrynnantlle@gmail.com,,Clwb Plant Dyffryn Nantlle,1
Clwb Plant Llandegfan Kids Club,Childrens Day Care,Out of School Care,,Ysgol Gynradd Llandegfan,Llandegfan,Menai Bridge,LL59 5UW,Isle of Anglesey,58,07717380386,clwbplantllandegfan@outlook.com,,Clwb Plant Llandegfan Kids Club,1
Clwb Plant Segontiwm Cyf.,Childrens Day Care,Full Day Care,,Ysgol yr Hendre,Ffordd Llanbeblig,Caernarfon,LL55 2AT,Gwynedd,24,07552648091,cpsegontiwm@gmail.com,,Clwb Plant Segontiwm Cyf,1
Clwb Seren,Childrens Day Care,Out of School Care,,Ysgol Gynradd Carreg Hirfaen,Cwmann,Llanbedr Pont Steffan,SA48 8ET,Carmarthenshire,30,07814594703,meithrinfaseren@yahoo.com,,Seren Day Nursery Ltd,3
Clwb Teifi,Childrens Day Care,Out of School Care,,Ysgol Bro Teifi,Horeb,Llandysul,SA44 4JL,Ceredigion,64,01570423426,clwbteifi@hotmail.com,,Seren Day Nursery Ltd,2
Clwb Twm,Childrens Day Care,Out of School Care,,Ysgol Twm O'r Nant,Ffordd Rhyl,Dinbych,LL16 3DP,Denbighshire,80,01745812261,clwbtwm@outlook.com,,Clwb Twm,1
Clwb Twts Tywi,Childrens Day Care,Out of School Care,,Ysgol Gynradd Llandeilo,20 Rhosmaen Street,Llandeilo,SA19 6LU,Carmarthenshire,44,01550779039,info@twtstywi.co.uk,,TWTS TYWI LIMITED,1
Clwb Ty Wendy Abercaseg,Childrens Day Care,Full Day Care,,Ysgol Abercaseg,Abercaseg Bethesda,Bangor,LL57 3PL,Gwynedd,30,07940 161043,Thewendyhouse72@outlook.com,,Clwb Ty Wendy Cyf,1
Clwb Tywyn Bach,Childrens Day Care,Out of School Care,,Ysgol Parc Y Tywyn,Heol Y Bardd,Burry Port,SA16 0NL,Carmarthenshire,30,01554 835754,admin@hapusdyrfa.com,,Holutions Ltd,1
Clwb y Ddwylan,Childrens Day Care,Out of School Care,,Ysgol Y Ddwylan,New Road,Newcastle Emlyn,SA38 9BA,Carmarthenshire,40,07989694056,mererid.morgan929@btinternet.com,,Clwb y Ddwylan,1
Clwb Y Dyffryn,Childrens Day Care,Out of School Care,,Ysgol Dyffryn Aeron,Felinfach,Lampeter,SA48 8AE,Ceredigion,28,01570423426,clwbaeron@yahoo.com,,Seren Day Nursery Ltd,1
Clwb y Morfa C.B.C,Childrens Day Care,Out of School Care,,Ysgol Glan Morfa,,Abergele,LL22 7NU,Conwy,39,07856106449,clwbymorfa123@gmail.com,,Clwb y Morfa C.B.C,1
Clwb yr Enfys,Childrens Day Care,Out of School Care,,Ysgol Griffith Jones,St. Clears,Carmarthen,SA33 4BT,Carmarthenshire,48,07931055047,,,Clwb yr Enfys Limited,1
Clwb Ysgol Glan Conwy CIO,Childrens Day Care,Out of School Care,,Ysgol Glan Conwy,Glan Conwy,Colwyn Bay,LL28 5NA,Conwy,18,07985770440,bethfaye1@yahoo.co.uk,,Clwb  Ysgol Glan Conwy CIO,1
Clwb Ysgol Gymraeg Llangennech,Childrens Day Care,Out of School Care,,Ysgol Gymraeg Llangennech,65 Maes Y Dderwen,Llanelli,SA14 8UW,Carmarthenshire,32,01269871600,,www.mentercwmgwendraeth.org,Menter Cwm Gwendraeth Elli Cyfyngedig,2
Clyffard House,Care Home Service,Childrens Home,Mental health,,,Newport,,Newport,2,07803707951,wales@centrepeacehomes.co.uk,www.centrepeacehomes.co.uk,CentrePeace Homes Ltd,1
Clynsaer House,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability, Mental health",Clynsaer House,"Cynghordy,","Llandovery,",SA20 0LP,Carmarthenshire,11,01550 750224,BarnabyCunningham@cygnethealth.co.uk,,Cygnet Care Services Limited,2
Coalbrook Care,Care Home Service,Adults Without Nursing,"Personal care for adults, Learning disability",39 Coalbrook Road,Pontyberem,Llanelli,SA15 5HU,Carmarthenshire,8,01269871528,coalbrook@reflecteducation.co.uk,www.reflecteducation.co.uk,Reflect Education Ltd,1
Coastlands CP School Club,Childrens Day Care,Full Day Care,,Trewarren Road,St Ishmaels,Haverfordwest,SA62 3SZ,Pembrokeshire,17,01646636340,head.coastlands@pembrokeshire.gov.uk,www.coastlandscpschool.co.uk,Governing Body of Coastlands CP School,1
Codi Serennau,Childrens Day Care,Full Day Care,,Coed Eva Primary School,Teynes Coed Eva,Cwmbran,NP44 4TG,Torfaen,50,01633484131,coedevadaycare@torfaen.gov.uk,https://federationbrce.com/codi-serennau/,Codi Serennau,1
Coed Cariad,Childrens Day Care,Full Day Care,,Blaen Y Wern,,Kidwelly,SA17 5ES,Carmarthenshire,16,,info@coedcariad.org,,Coed Cariad C.I.C.,1
Coed Craig,Care Home Service,Adults Without Nursing,Personal care for adults,Coed Craig Methodist Home,35 Tan Y Bryn Road,Colwyn Bay,LL28 4AD,Conwy,45,01492544075,karen.stanley@mha.org.uk,https://mha.org.uk/care-support/care-homes/coed-craig,Methodist Homes,1
Coed Duon,Care Home Service,Childrens Home,Personal care for children,,,Blackwood,,Caerphilly,4,01495238893,kristin.Oatley@keys-group.co.uk,keys-group.co.uk,Keys NHCC Limited,3
Coed Isaf Nursing Home,Care Home Service,Adults With Nursing,"Nursing care for adults, Mental health, Personal care for adults",Coed Isaf,Bryn Lupus Road,Llandudno,LL30 1SR,Conwy,32,01492583623,monica@coedisaf.co.uk,https://www.vshans.co.uk/,Coed Isaf Nursing Home Ltd,1
Coed Mor Residential Care Home,Care Home Service,Adults Without Nursing,Personal care for adults,Coed Mor Residential Home,Groes Lwyd,Abergele,LL22 7TA,Conwy,19,01745832261,info@coedmor.co.uk,www.coedmor.co.uk,SI Medicare LTD,1
