Town,Query,Name,Address,Phone,Website
Leicester,A_catering_engineers,Gani's - Asli Gar Ka Khana,"295 St Saviours Rd, Leicester LE5 4HG, UK",0116 210 0401,https://ganis.co.uk/
Leicester,A_catering_engineers,Revolution Support Services Ltd.,"17 Friar Ln, Leicester LE1 5RB, UK",0116 216 5111,https://www.rssfm.co.uk/
Leicester,A_catering_engineers,Leicester Event Toilets,"468 Groby Rd, Leicester LE3 9QD, UK",07909 952227,https://leicestereventtoilets.co.uk/
Leicester,A_catering_engineers,golden bridge trade ltd,"Oakland Rd, Leicester LE2 6AN, UK",07877 232099,
Leicester,B_equipment_repair,Foodservice Training Consultants Ltd,"61 Oakfield Ave, Birstall, Leicester LE4 3DT, UK",07944 363490,http://www.foodservicetraining.co.uk/
Leicester,B_equipment_repair,ELHAS CATERING EQUIPMENT,"12 Boston Rd, Leicester LE4 1AU, UK",0116 319 2202,http://www.elhascateringequipment.com/
Leicester,B_equipment_repair,HLCE Catering Equipment,"Brook St, Thurmaston, Leicester LE4 8DB, UK",0116 260 2222,
Leicester,B_equipment_repair,Ram Catering Equipment Service Ltd,"79 Glenfield Rd, Leicester LE3 6AW, UK",07885 554555,
Leicester,B_equipment_repair,Tower Commercial Catering Ltd,"Ste 3.1C, 39 The Parade, Oadby, Leicester LE2 5BB, UK",0116 271 0845,https://www.towercommercialcatering.co.uk/
Leicester,B_equipment_repair,Nisbets Catering Equipment Leicester Store,"The Old Railway Shed, 2 Upperton Rd, Leicester LE3 0BG, UK",0116 416 1650,https://www.nisbets.co.uk/leicesterstore?utm_source=google%20places&utm_medium=maps&utm_campaign=google%20places
Bradford,A_catering_engineers,Barton Catering Engineers,"76 Carr Bottom Rd, Greengates, Bradford BD10 0BD, UK",0113 418 0284,https://bartoncateringengineers.co.uk/
Bradford,A_catering_engineers,Eastern Catering,"203 Garnett St, Bradford BD3 9HA, UK",01274 393494,
Bradford,A_catering_engineers,SG SOLUTIONS LTD,"956 Bradford Rd, East Bierley, Birkenshaw, Bradford BD4 6PB, UK",07415 157654,https://www.facebook.com/profile.php?id=100091249519928
Bradford,A_catering_engineers,Unique Catering Equipment,"Unit 1, Granby Works, Bradford BD2 1AS, UK",01274 306040,https://uniquefoodmachinery.co.uk/
Bradford,A_catering_engineers,ZRJAVED CATERING EQUIPMENT,"Unit 5, Valley Business Park, Valley Rd, Bradford BD1 4BQ, UK",07440 393624,
Bradford,A_catering_engineers,Desi Catering Equipment,"Globe Mills, White Abbey Rd, Bradford BD8 8JL, UK",01274 720544,http://www.desicateringequipment.com/
Bradford,A_catering_engineers,Rotoquip UK LTD,"Neville Rd, Bradford BD4 8QW, UK",01274 390000,http://www.rotoquip.co.uk/
Bradford,A_catering_engineers,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Bradford,A_catering_engineers,Waltons and Company,"1 Merrydale Rd, Bradford BD4 6SD, UK",01274 686186,http://www.waltonsandcompany.com/
Bradford,A_catering_engineers,Dadibhais (Bradford) Ltd,"19, 37 Joseph St, Bradford BD3 9HR, UK",01274 393119,http://dadibhais.com/
Bradford,A_catering_engineers,Design Catering,"191 Sunbridge Rd, Bradford BD1 2HQ, UK",01274 740055,https://design-catering.co.uk/
Bradford,A_catering_engineers,A T R Catering Supplies Ltd,"Pride Buildings, Hall Ln, Broomfields, Bradford BD4 7AB, UK",01274 735900,
Bradford,A_catering_engineers,AASK Catering Equipment Solutions LTD,"1b, Kyme Mill, Johnson St, Bradford BD3 8HW, UK",07805 165037,http://www.aaskcateringequipment.com/
Bradford,A_catering_engineers,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/
Bradford,A_catering_engineers,ICS,"House Neville, St Johns Works, Neville Rd, Bradford BD4 8TU, UK",01274 301910,http://www.icsukltd.com/
Bradford,A_catering_engineers,Masters kitchen,"211 Northside Rd, Bradford BD7 2QT, UK",07403 215561,
Bradford,A_catering_engineers,Airedale Group,"Airedale House, Battye St, Laisterdyke, Bradford BD4 8AG, UK",01274 626666,http://www.airedale-group.co.uk/?utm_source=GooglePlaces&utm_medium=organic&utm_campaign=Google+Local+Listing
Bradford,B_equipment_repair,Unique Catering Equipment,"Unit 1, Granby Works, Bradford BD2 1AS, UK",01274 306040,https://uniquefoodmachinery.co.uk/
Bradford,B_equipment_repair,SG SOLUTIONS LTD,"956 Bradford Rd, East Bierley, Birkenshaw, Bradford BD4 6PB, UK",07415 157654,https://www.facebook.com/profile.php?id=100091249519928
Bradford,B_equipment_repair,Desi Catering Equipment,"Globe Mills, White Abbey Rd, Bradford BD8 8JL, UK",01274 720544,http://www.desicateringequipment.com/
Bradford,B_equipment_repair,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Bradford,B_equipment_repair,Eastern Catering,"203 Garnett St, Bradford BD3 9HA, UK",01274 393494,
Bradford,B_equipment_repair,ZRJAVED CATERING EQUIPMENT,"Unit 5, Valley Business Park, Valley Rd, Bradford BD1 4BQ, UK",07440 393624,
Bradford,B_equipment_repair,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/
Bradford,B_equipment_repair,Rotoquip UK LTD,"Neville Rd, Bradford BD4 8QW, UK",01274 390000,http://www.rotoquip.co.uk/
Bradford,B_equipment_repair,AASK Catering Equipment Solutions LTD,"1b, Kyme Mill, Johnson St, Bradford BD3 8HW, UK",07805 165037,http://www.aaskcateringequipment.com/
Bradford,B_equipment_repair,Leon Catering Equipment,"Unit 17, Leon Catering Equipment, park house, 37 Ings Rd, Osmondthorpe, Leeds LS9 9EJ, UK",0113 513 0481,https://leoncatering.wixsite.com/lcequipments
Bradford,B_equipment_repair,Waltons and Company,"1 Merrydale Rd, Bradford BD4 6SD, UK",01274 686186,http://www.waltonsandcompany.com/
Bradford,B_equipment_repair,Barton Catering Engineers,"76 Carr Bottom Rd, Greengates, Bradford BD10 0BD, UK",0113 418 0284,https://bartoncateringengineers.co.uk/
Bradford,B_equipment_repair,Dadibhais (Bradford) Ltd,"19, 37 Joseph St, Bradford BD3 9HR, UK",01274 393119,http://dadibhais.com/
Bradford,B_equipment_repair,A T R Catering Supplies Ltd,"Pride Buildings, Hall Ln, Broomfields, Bradford BD4 7AB, UK",01274 735900,
Bradford,B_equipment_repair,Calder Catering Equipment Services Ltd,"Newton House, Grey St, Wakefield WF1 3HQ, UK",01924 872972,http://www.caldercatering.co.uk/
Bradford,B_equipment_repair,Airedale Group,"Airedale House, Battye St, Laisterdyke, Bradford BD4 8AG, UK",01274 626666,http://www.airedale-group.co.uk/?utm_source=GooglePlaces&utm_medium=organic&utm_campaign=Google+Local+Listing
Bradford,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Bradford,B_equipment_repair,ICS,"House Neville, St Johns Works, Neville Rd, Bradford BD4 8TU, UK",01274 301910,http://www.icsukltd.com/
Bradford,B_equipment_repair,H M I Catering Equipment,"Unit 3, Holroyd Business Centre, Carr Btm Rd, Bradford BD5 9BP, UK",07377 571325,http://www.hmicateringequipment.com/
Coventry,A_catering_engineers,RHE Catering Equipment Sevices,"The Courtyard, Burnsall Rd, Coventry CV5 6UT, UK",024 7666 7541,http://www.rheservices.co.uk/
Coventry,A_catering_engineers,Oasis Catering Equipment Ltd,"Boston Place, 10 Boston Pl, Coventry CV6 5NN, UK",024 7666 3385,http://www.oasiscateringequipment.ltd.uk/contact-us/
Coventry,A_catering_engineers,CaterTech-Midlands,"660 Allesley Old Rd, Allesley, Coventry CV5 8GB, UK",07888 052525,http://catertech-midlands.co.uk/
Coventry,A_catering_engineers,H'S KITCHEN CATERING AND EVENTS,"30 Surrey Dr, Coventry CV3 1PL, UK",07961 797497,https://www.facebook.com/Hs-Kitchen-116812933450830/
Coventry,A_catering_engineers,Jo’s Kitchen UK,"2 Rodyard Way, Coventry CV1 2UD, UK",07776 710590,
Coventry,A_catering_engineers,Ganapathi Catering,"1 Sparkbrook St, Coventry CV1 5ST, UK",07872 066182,https://ganapathioutdoorcatering.co.uk/
Coventry,A_catering_engineers,Suzy Mc's Corporate Catering,"Jaguar sports and social club, Fenton Rd, Coventry CV5 9PS, UK",07954 464486,https://www.facebook.com/SuzyMcs/
Coventry,A_catering_engineers,J J Catering and Events Ltd,"160 Jubilee Cres, Radford, Coventry CV6 3ES, UK",07404 402670,https://www.jjcateringandevents.com/
Coventry,A_catering_engineers,Catering Services International,"135 New Union St, Coventry CV1 2NT, UK",024 7622 4777,https://www.cateringinternational.co.uk/
Coventry,A_catering_engineers,Eat Away Catering,"Little Heath Industrial Estate, Old Church Rd, Coventry CV6 7ND, UK",07472 520424,http://eatawaycatering.com/
Coventry,A_catering_engineers,Pro Clean Fans and Canopies,"111 New Union St, Coventry CV1 2NT, UK",07481 073864,https://www.procleanfansandcanopies.co.uk/
Coventry,A_catering_engineers,Jasper's Catering Coventry,"Middlemarch House, Middlemarch Business Park, Siskin Dr, Coventry CV3 4FJ, UK",0330 445 1111,https://www.jaspersonline.co.uk/
Coventry,A_catering_engineers,Phoenix Caterers,"Central City Industrial Estate, 24 24 Central City Industrial Est, Red Ln, Coventry CV6 5RY, UK",024 7666 1992,http://www.phoenixcaterers.co.uk/
Coventry,A_catering_engineers,Concept Catering Solutions,"Binley Wood News, 209 Rugby Rd, Binley Woods, Coventry CV3 2BB, UK",07878 446462,
Coventry,A_catering_engineers,Univent Systems Limited,"Bayton Road Industrial Estate, Unit 2 Bryant Rd, Exhall, Coventry CV7 9EN, UK",024 7636 7000,https://www.univent.uk/
Coventry,A_catering_engineers,Beckett's Foods Ltd,"Moat House, Dutton Rd, Coventry CV2 2LE, UK",024 7662 2777,http://www.beckettsfoods.co.uk/
Coventry,A_catering_engineers,Network Catering Engineers Ltd,"Unit 6, Acorn park, Vernon Rd, Blackheath, Halesowen B62 8EG, UK",0333 234 1677,https://www.networklimited.co.uk/
Coventry,A_catering_engineers,Uk_creative,"6 Treneere Rd, Exhall, Coventry CV7 9FR, UK",07525 829104,
Coventry,A_catering_engineers,Nova Catering Repairs,"34 Dudley Rd, Brierley Hill DY5 1LH, UK",01384 210544,http://www.novarepairs.co.uk/
Coventry,A_catering_engineers,UZUN TECHNICAL SERVICES,"4 Anley Way, Coventry CV6 3LN, UK",07311 543781,http://uzuntechnicalservices.co.uk/
Coventry,A_catering_engineers,Bournville Catering Equipment,"The Old La, Forshaw Heath Ln, Earlswood, Solihull B94 5LH, UK",01564 820100,http://www.bournvillecatering.co.uk/
Coventry,A_catering_engineers,Xtra Skills,"6 Napier St, Coventry CV1 5PR, UK",024 7655 5944,http://www.xtraskills.com/
Coventry,A_catering_engineers,Electrical & Heating Maintenance,"13 Napier St, Coventry CV1 5PR, UK",024 7665 0008,http://www.electricalandheatingmaintenance.co.uk/
Coventry,A_catering_engineers,MTC - Manufacturing Technology Centre,"Ansty Park, The Manufacturing Technology Centre, Ansty Park, Pilot Way, Coventry CV7 9JU, UK",024 7670 1600,http://the-mtc.org/
Coventry,A_catering_engineers,Coventry Party Hire,"Unit A2, Coventry CV6 7NB, UK",07588 881291,https://coventrypartyhire.com/
Coventry,B_equipment_repair,RHE Catering Equipment Sevices,"The Courtyard, Burnsall Rd, Coventry CV5 6UT, UK",024 7666 7541,http://www.rheservices.co.uk/
Coventry,B_equipment_repair,CaterTech-Midlands,"660 Allesley Old Rd, Allesley, Coventry CV5 8GB, UK",07888 052525,http://catertech-midlands.co.uk/
Coventry,B_equipment_repair,Oasis Catering Equipment Ltd,"Boston Place, 10 Boston Pl, Coventry CV6 5NN, UK",024 7666 3385,http://www.oasiscateringequipment.ltd.uk/contact-us/
Nottingham,A_catering_engineers,Nottingham Catering Engineers Ltd,"8 Valley Rd, Beeston, Nottingham NG9 4GP, UK",0115 877 8888,http://www.nottinghamcateringengineers.co.uk/
Nottingham,A_catering_engineers,Castle Catering Engineers Ltd,"Unit 8, Pottery Court, Pottery Way, Bulwell, Nottingham NG6 8YN, UK",0115 905 1208,https://www.ccecatering.com/
Nottingham,A_catering_engineers,Premier Restaurant Engineering Ltd,"10, Broxtowe Park Business Centre Calverton Drive, Strelley, Nottingham NG8 6QP, UK",0115 925 1208,http://premierrestaurantengineering.co.uk/
Nottingham,A_catering_engineers,Notts Catering Repairs,"71 Chiltern Way, Nottingham NG5 5NP, UK",07815 570971,https://www.nottscateringrepairs.co.uk/
Nottingham,A_catering_engineers,Midland Catering Engineers Limited,"Private Road Number 5, Colwick Industrial Estate, Netherfield, Nottingham NG4 2JU, UK",0115 987 9686,
Nottingham,A_catering_engineers,Cook Cool Catering Equipment,"99 Manvers St, Sneinton, Nottingham NG2 4NU, UK",0115 950 4685,http://www.cook-cool.co.uk/
Nottingham,A_catering_engineers,Walker Catering Supplies,"Off Norton St, Ilkeston Rd, Nottingham NG7 3JG, UK",0115 979 0110,http://www.walkercatering.co.uk/
Nottingham,A_catering_engineers,ARM Catering Equipment LTD,"Unit 10, Forest Court, Radford, Nottingham NG7 4EX, UK",07898 259883,
Nottingham,A_catering_engineers,Storer Refrigeration & Catering Manufacturers Ltd,"Newstead Industrial Estate, Brookfield Rd, Arnold, Nottingham NG5 7ER, UK",0115 920 0329,https://www.storersltd.com/
Nottingham,A_catering_engineers,Drh Catering Engineers,"22 Mona St, Beeston, Nottingham NG9 2BY, UK",,
Nottingham,A_catering_engineers,MC Engineers Ltd,"Colwick Industrial Estate, Rd No 5, Netherfield, Nottingham NG4 2JU, UK",0115 987 9686,
Nottingham,B_equipment_repair,Notts Catering Repairs,"71 Chiltern Way, Nottingham NG5 5NP, UK",07815 570971,https://www.nottscateringrepairs.co.uk/
Nottingham,B_equipment_repair,Castle Catering Engineers Ltd,"Unit 8, Pottery Court, Pottery Way, Bulwell, Nottingham NG6 8YN, UK",0115 905 1208,https://www.ccecatering.com/
Nottingham,B_equipment_repair,Nottingham Catering Engineers Ltd,"8 Valley Rd, Beeston, Nottingham NG9 4GP, UK",0115 877 8888,http://www.nottinghamcateringengineers.co.uk/
Nottingham,B_equipment_repair,Premier Restaurant Engineering Ltd,"10, Broxtowe Park Business Centre Calverton Drive, Strelley, Nottingham NG8 6QP, UK",0115 925 1208,http://premierrestaurantengineering.co.uk/
Nottingham,B_equipment_repair,Cook Cool Catering Equipment,"99 Manvers St, Sneinton, Nottingham NG2 4NU, UK",0115 950 4685,http://www.cook-cool.co.uk/
Nottingham,B_equipment_repair,Walker Catering Supplies,"Off Norton St, Ilkeston Rd, Nottingham NG7 3JG, UK",0115 979 0110,http://www.walkercatering.co.uk/
Nottingham,B_equipment_repair,Catershield Services Ltd,"Aria Business Park, Sherwood Avenue, Mansfield, Hucknall, Nottingham NG15 7BY, UK",01623 705216,http://www.catershield.com/
Nottingham,B_equipment_repair,Elya Catering Equipment Ltd,"Waterford St, Basford, Nottingham NG6 0DH, UK",0115 978 8585,http://www.elyacatering.co.uk/
Nottingham,B_equipment_repair,Johnsons Catering Equipment,"Unit, G3 Cowlairs, Nottingham NG5 9RA, UK",0115 976 1621,http://www.johnsonsce.co.uk/
Nottingham,B_equipment_repair,Storer Refrigeration & Catering Manufacturers Ltd,"Newstead Industrial Estate, Brookfield Rd, Arnold, Nottingham NG5 7ER, UK",0115 920 0329,https://www.storersltd.com/
Nottingham,B_equipment_repair,Technical Cooling,"Unit 1 & 2, Parkway Court, Nottingham NG8 4GN, UK",0115 779 8534,http://technicalcooling.co.uk/
Nottingham,B_equipment_repair,Advanced Catering Services Ltd,"Unit 4A, 4B, High St, Bassingham, Lincoln LN5 9JZ, UK",07834 615965,http://www.adcatservs.co.uk/
Nottingham,B_equipment_repair,Nutech Refrigeration Equipment Nottingham,"Unit 1, Broxtowe Park Business Centre Calverton Drive, Nottingham NG8 6QP, UK",0115 920 4444,https://cateringequipmentnottingham.com/
Nottingham,B_equipment_repair,Catering Equipment Repair ‍ ️,"Unit 12, Shorncliffe Industrial Estate, North Cl, Folkestone CT20 3UH, UK",01304 873469,https://www.catering-equipment-repair.co.uk/
Nottingham,B_equipment_repair,Garner FSE,"28-32 Hall St, Sherwood, Nottingham NG5 4AS, UK",0115 960 9690,http://www.garners-fse.co.uk/
Nottingham,B_equipment_repair,FS Catering Services,"26 Westbury Mews, Nottingham NG5 1EN, UK",07918 106457,
Nottingham,B_equipment_repair,Nisbets,"2 Fletcher Gate, Nottingham NG1 2FZ, UK",0115 740 1025,https://www.nisbets.co.uk/nottinghamstore?utm_source=google%20places&utm_medium=maps&utm_campaign=google%20places
Nottingham,B_equipment_repair,Food Equipment Services Ltd,"w35, Lenton, Nottingham NG7 2BY, UK",07368 147741,http://foodequipmentservicesltd.com/
Nottingham,B_equipment_repair,Chinese Wok Cooker,"Unit 6, 1 Chapel St, Long Eaton, Nottingham NG10 1EQ, UK",0115 877 8888,http://www.chinesewokcooker.co.uk/
Nottingham,B_equipment_repair,Catering Projects Ltd,"Unit 2, Waterloo Court, Markham Ln, Markham Vale, Chesterfield S44 5HN, UK",01246 811575,http://www.cateringprojects.co.uk/
Nottingham,B_equipment_repair,Sadlergates Catering Nottingham | Food Catering Professionals,"Unit 5, Castle Industrial Park, Watnall Rd., Hucknall, Nottingham NG15 6BU, UK",0115 647 6903,https://sadlergates.co.uk/caterers-nottingham/
Nottingham,B_equipment_repair,Catering Equipment Services Ltd,"Unit 3D, Maryland Industrial Estate, Belfast, Newtownards BT23 6BL, UK",028 9049 1616,https://cescatering.co.uk/
Nottingham,B_equipment_repair,McArtney's Catering Ltd,"6 Wilford Rd, Ruddington, Nottingham NG11 6EN, UK",07825 836693,
Nottingham,B_equipment_repair,BBQs & Buffets,"Unit 4, Whyburn Business Park, 9 Baker Brk Cl, Hucknall, Nottingham NG15 7WE, UK",0333 772 2265,https://www.bbqsandbuffets.co.uk/enquire-online/
Nottingham,B_equipment_repair,Mega Gas Services Ltd,"3 Mossdale Rd, Nottingham NG5 3GX, UK",07913 906111,https://megagasservicesltd.co.uk/
Newcastle upon Tyne,A_catering_engineers,5 Star Catering Equipment Supplier,"246-250 Westgate Rd, Newcastle upon Tyne NE4 6AQ, UK",0800 999 1535,https://5starcateringequipment.co.uk/
Newcastle upon Tyne,A_catering_engineers,NE Catering Equipment,"16 Riversdale Ct, Newcastle upon Tyne NE15 8SG, UK",07507 565162,
Newcastle upon Tyne,A_catering_engineers,Acorn Catering Equipment,"1 Cowen Rd, Blaydon-on-Tyne NE21 5TW, UK",0191 414 4140,https://acorn-catering.co.uk/
Newcastle upon Tyne,A_catering_engineers,Pro Catering Equipment,"2 Leicester Cl, Wallsend NE28 9YZ, UK",0191 682 5394,http://www.procateringequipment.co.uk/
Newcastle upon Tyne,A_catering_engineers,Sigma Catering Equipment,"Opus Yard, Potter St, Willington Quay, Wallsend NE28 6TZ, UK",0191 263 6363,https://www.sigma-ce.co.uk/
Newcastle upon Tyne,A_catering_engineers,CNG Foodservice Equipment,"2, Parker Ct, St. Omers Rd, Dunston, Gateshead NE11 9EW, UK",0191 460 9408,http://www.cngfoodserv.co.uk/
Newcastle upon Tyne,A_catering_engineers,Equippe- Catering Equipment Hire,"25 Peldon Cl, Newcastle upon Tyne NE7 7PB, UK",07930 645628,http://www.equippe.co.uk/
Newcastle upon Tyne,A_catering_engineers,Nisbets Catering Equipment Newcastle Store,"211-229 Scotswood Rd, Newcastle upon Tyne NE4 7AP, UK",0191 653 1590,https://www.nisbets.co.uk/newcastlestore?utm_source=google%20places&utm_medium=maps&utm_campaign=google%20places
Newcastle upon Tyne,A_catering_engineers,Northstar Catering,"246-250 Westgate Rd, Newcastle upon Tyne NE4 6AQ, UK",07542 334210,
